artist,songs_uploaded,plays,website,facebook,instagram,youtube,twitter
Kartel Sco,3,9,https://www.reverbnation.com/kartelsco,https://m.facebook.com/Sco1032/,https://www.instagram.com/kartelsco/,https://m.youtube.com/channel/UCljPs6I0Hhm9cHjfX_AB4Ng,@ScoFlaco
Dragon Fresh & friends,1,6,,,,,
Rumin8,1,0,www.Rumin8Raps.com,https://www.facebook.com/Rumin8Raps/,www.instagram.com/rumin8raps,https://www.youtube.com/user/AERumin8,@Rumin8Raps
KXNG,1,15,www.TheKXNG.com,www.facebook.com/kxng,@iLoveKXNG@gmail.com,,@iLoveKXNG@gmail.com
Rachel Goodman,1,6,soundcloud.com/rachel_goodman/over-you,,www.instagram.com/rachelgoodmanmusic,,
The Fool's Agenda,0,0,,https://www.facebook.com/thefoolsagenda/,https://www.instagram.com/thefoolsagenda/,,@thefoolsagenda
Brendan1k,0,0,www.brendan1k.com,,https://www.instagram.com/brendan1k/,www.youtube.com/idroplyrics,
Shamia Hobbs,1,4,,www.facebook.com/shamiahobbs,,www.youtube.com/shamiahobbs,
Michael Anthony Shanks,2,14,www.shankstermusic.com,www.facebook.com/shankstermusic,www.instagram.com/shankstermusic,www.youtube.com/michaelanthonyshanks,@shankstermusic
Shenendoah Thompson,4,30,www.shenendoahthompson.com,www.facebook.com/ShenendoahT,www.instagram.com/ShenendoahT,,@ShenendoahT
Dick LeMasters,43,255,www.dicklemastersmusic.com,www.facebook.com/dlemasters,www.instagram.com/dicklemasters,www.youtube.com/dicklemasters,@DickLeMasters
john covert,5,23,www.crystalimageband.weebly.com,,,,
Stefanosis,4,19,www.stefanosis.com,,www.instagram.com/stefanosis.hansraj,,
Faintheart,0,0,https://wearefaintheart.com,https://www.facebook.com/wearefaintheart/,https://www.instagram.com/wearefaintheart/,https://www.youtube.com/channel/UC878mNrZYCaP89hGa-yexIw,@wearefaintheart
Chris Hanson ,4,1,Drooble.com/Chris.hanson,www.facebook.com/acousticmusicfunk,Www.Instagram.com/acousticmusicfunks,https://www.youtube.com/channel/UCxorllNcFQhmD5kHSer7zYw,@funkyacoustics
The Richmond District,3,8,,www.facebook.com/pmguitarist,https://www.instagram.com/pat_moley_music/,https://www.youtube.com/channel/UC5KCG2G0pyhU4vaXHgklytQ?view_as=subscriber,
Flux Amuck,4,0,www.fluxamuck.com,https://www.facebook.com/fluxamuck/,https://www.instagram.com/fluxamuck/,https://www.youtube.com/channel/UCLpXd1CCY_gZGjFh-uf8GlA,@fluxamuck
Jojo Warrenfells,0,0,,www.facebook.com/TheHuckleberries,,,
Lisette Baucom,0,0,n/a,lisette baucom ,https://www.instagram.com/p/BvsFlZKFi2B/?utm_source=ig_share_sheet&igshid=10izb5d80moem,https://youtu.be/9ZNmAWp8jtI,https://mobile.twitter.com/LisetteBaucom
Nakie Dolls,0,0,https://soundcloud.com/nakiedolls,,https://www.instagram.com/nakiedolls/,,
Amber,4,18,http://store.cdbaby.com/Artist/AmberCooke,https://www.youtube.com/user/soulgirl16436,https://www.youtube.com/channel/UCJf106SuVzfVQLuGW-8wP4A?view_as=subscriber,https://www.youtube.com/channel/UCEJ2FpjG7UE12WfObS-110w,
mark seramur,9,7,none,none,none,none,none
Steven Gregory,35,25,https://www.stevengregorymusic.com/,https://www.facebook.com/NewCountrySound,https://www.instagram.com/canalstreet1/,https://www.youtube.com/channel/UCVJ-s-7040zVXN0niJxFJCQ/videos?view_as=subscriber,
Levin Maelstrom,0,0,,,https://www.instagram.com/dreigonix/,https://www.youtube.com/user/Dreigonix,@Levin_Maelstrom
Clever Beast,1,10,,,,,
Nasumbati,1,3,,,Peter D Heinemann,www.youtube.com/channel/UCtY4FZehznnPKwTtC5BlFjA,@nasumbati
Papa Earl Usry,6,27,www.usryandsons.com,www.facebook.com/usryandsons,,,
The Poison King,0,0,Thepoisonking.com,Jason darwin brown,,www.youtube.comwndrngwut,
Jordan Genovese,0,0,www.jordangenovese.com,www.facebook.com/jordangenovesemusic,www.instagram.com/jordangenovese,www.youtube.com/jordangenovese,@jordanjordanCLE
Igor,0,0,http://www.igorbulanov.ru,https://www.facebook.com/igor.bulanov.12,,,
TylerGee,1,0,,https://www.facebook.com/tyler.gee.33886,,,
Cheddabob Jr.,0,0,https://soundcloud.com/cheddabob_jr,,,https://www.youtube.com/channel/UCOpJHr7k8e2yyJP45VOT1MQ?view_as=subscriber,
BRYANT STERLING,0,0,,www.facebook.com/bryantsterling,,www.youtube.com/bryantsterling,
Yul Fullac Sevil,5,23,https://www.reverbnation.com/artist/yulfullacsevil,https://www.facebook.com/yul.fullac.7,,https://www.youtube.com/channel/UCL3iv0SQF3tR3FUERin3img,
Married a Dead Man,0,0,https://marriedadeadman.com/,https://www.facebook.com/marriedadeadman/,https://www.instagram.com/marriedadeadman/,https://www.youtube.com/channel/UCMn0teQbPWwUrs02rAzUNqg/featured,https://twitter.com/MarriedADeadMan
Onyx Rose,1,6,www.onyxrose.com,www.facebook.com/onyxrosemusic,www.instagram.com/_onyxrose_,https://www.youtube.com/channel/UCGYU-yv-r2cPAPOxeIkgt6g,@_onyxrose_
SEKOSH,1,5,,https://www.facebook.com/seka.galiyev,Seilkhan Galiyev,https://www.youtube.com/channel/UCOmI9TMBCkji8F-mCCd0pbw?,
The Crow Speaks Band,0,0,www.crowspeaks.net,https://www.facebook.com/crowspeaks.m,www.instagram.com/thecrowspeaksband,https://www.youtube.com/channel/UCaq5gbTIH2uKp8ClqyFraHg,@thecrowspeaksband
Zz Taylor,1,12,www.zztaylor.com,www.facebook.com/zztaylormusic,www.instagram.com/_zztaylor,https://www.youtube.com/channel/UCb5ghN5smJhuwWuJsZ3SUwg,www.twitter.com/_zztaylor
Annie Woodward,1,48,www.anniewoodward.bandcamp.com,https://www.facebook.com/anniewoodwardmusic,https://www.instagram.com/anniewoodwardmusic/?hl=en,https://www.youtube.com/channel/UCGpSzKWdUHCfu3Y-SNz-vzg,anniegotwood
TARYN,0,0,https://open.spotify.com/artist/3Y1v0CdcPNUfbGU3rodwUk?si=Xl5dTgF6TCCoqUzc3-BQPg,https://www.facebook.com/tarynantrobusmusic/?modal=admin_todo_tour,https://www.instagram.com/taryn_antro/,https://www.youtube.com/channel/UC9eD-NjeXhPe95VrzNXNwqg?view_as=subscriber,@taryn_antro
Richset,0,0,https://m.soundcloud.com/richestset37,,www.instagram.com/richestset,,
Jaysirus,6,31,,,,,
Chris Gangi,0,0,chrisgangi@reverbnation.com,www.facebook.com/chrisgangi,,,
ET ,1,3,erguitarjams.wixsite.com/,www.facebook.com/ETorlando/,www.instagram.com/etorlandolive/,/www.youtube.com/channel/UCjh9xA1OTdQ3sdF7JmJj8Hw/,
Soey Santos,1,3,,https://m.facebook.com/officialsoeysantos/,https://www.instagram.com/thatboygotsoul/,https://m.youtube.com/feed/account,
Yahawashi ,0,0,https://yahawashiyatzachaaq.bandcamp.com,https://m.facebook.com/profile.php?id=1255995161195235&ref=content_filter,,https://m.youtube.com/channel/UCZmtjwjwHyinl7wVIfc7IDg,
DICK FICKLE,2,9,,,,https://youtu.be/pRHTUc5tpSQ,
Junior Sharpe,0,0,,,www.instagram.com/therealjuniorsharpe,,
Roger Fyfe,0,0,,,,,
Fanetic,2,9,fanetic.bandcamp.com,,https://www.instagram.com/fanetic/,https://www.youtube.com/channel/UC8GDRLMZytU2J_NQatnQ9gA,https://twitter.com/MC_Fanetic
Skunk Hallow,0,0,,,www.instagram.com/@skunkhallow,https://youtu.be/EDIoM7ftOB8,
Joseph K G Miller,1,5,http://josephkgmiller.bandcamp.com,http://www.facebook.com/JosephKGMillermusic,https://www.instagram.com/josephkgmiller0421/,https://www.youtube.com/channel/UCHWxDI4Dy7ZalPBm5e9cFlA,@JosephKGMiller
Close Distance,1,4,,,instagram.com/closedistanceofficial,https://www.youtube.com/channel/UCftOwntNgF2XQPivfcg-kLw?view_as=subscriber,
Josh Gilliland,1,0,,,,,
Tom Taylor,1,4,www.tomtaylorministries.net,www.facebook.com/ttmrecords.tomtaylor,www.instagram.com/tomtaylorministries,www.youtube.com/tomtaylorministries,tomtaylorminist
The Vernons,6,34,www.thevernons.bandcamp.com,,,,
Fletcher Christian,4,5,www.fletcherchristianmusic.com,,,,
Karmick,11,65,www.Karmick/net,,www.instagram.com/karmick_official,,
Simon George,9,47,https://open.spotify.com/album/2RBA2A0Vs7ymMRukizck7R ,facebook.com/simongeorgemusic,@simongeorgemusic,,
XAVIER SHIPMAN,5,11,www.xlebproductions.com,www.facebook.com/xaviershipman,www.instagram.com/xaviershipman,,
Gideon Crow Music,3,5,https://liquidancepatrick.wixsite.com/mymusic,https://www.facebook.com/GideonCrowMusic,https://www.instagram.com/liquidancepatrick,https://www.youtube.com/channel/UCfKFHdGETyi48YRgno-wToA?,@Patrick99767323
Seth Witcher,0,0,https://www.sethwitcherofficial.com,https://www.facebook.com/sethwitchermusic/,https://www.instagram.com/seth_witcher/?hl=en,https://m.youtube.com/channel/UCnPmKJ5Wk3dA3uwrrVQYTKQ,@SethWitcher
Trill Magik,1,5,,,https://www.instagram.com/officialtrillmagik/,,https://twitter.com/iamTrillMagik
RadioSheila,5,23,,www.facebook.com/radiosheila,www.instagram.com/radiosheila,www.youtube.com/radiosheila,@radiosheila
Scuttlebuggs,14,96,www.scuttlebuggs.com,www.facebook.com/scuttlebuggs,www.instagram.com/scuttlebuggs,https://www.youtube.com/channel/UCY3UKt5V0vuaVhYecPBx2Yw/,@scuttlebuggs
Rick Arnst,1,7,https://drooble.com/rick.arnst/music,https://www.reverbnation.com/rickarnst/songs,https://soundcloud.com/rick-arnst,https://www.youtube.com/user/rarnst1021,https://twitter.com/Infosource4U_
Saas,0,0,,,,,
DeVo L.O.C,4,2,,Facebook.com/devoloc205,Instagram.com/devoloc,https://www.youtube.com/channel/UCmpLCY5QUIlDTsLIIdmhCMw,@devoloc205
lil Beast,0,0,,,www.instagram.com/itslilbeast,https://m.youtube.com/channel/UCNWiGYCvI0YPfhvi4tsY7bA,@itslilbeast
Seth Nolte,0,0,https://open.spotify.com/artist/0PbeOwI52EPlffisyNcWhV?si=ncNjOCsOThaRZSVf2mzQCw,https://www.facebook.com/SethNolte8/,,https://www.youtube.com/channel/UCXlcKEshe5DH9_smsSlSybw,
Clinton Mustain ,2,3,,,,https://www.youtube.com/channel/UCDGZWj48f2hNN08-4es9g5g,
Lissy Jewell,0,0,,,,,
Brikk The Ruler,1,4,brikktheruler.bandcamp.com,,,youtube.com/brikkruler,
Mikey Que,0,0,,Www.facebook.com/mikeyque8,,,
Victoria Lee,0,0,,,,,
LA The Prince,1,0,,laoftgm,la_tgm,laprince,laoftgm
Klean ,0,0,https://m.soundcloud.com/lanaire1,https://m.facebook.com/?_rdr,https://www.instagram.com,https://m.youtube.com/feed/account?noapp=1&client=mv-google,
Will M,0,0,https://soundcloud.com/milwillm,https://www.facebook.com/willy.millan.7,milwillm,https://www.youtube.com/user/bigwill12100,milwillm
Darryl B.,0,0,,facebook.com/officialdarrylb,www.instagram.com/damnitdarryl,,@damnitdarryl
Terry Needham,0,0,,,,https://www.youtube.com/channel/UCY2q_AxE92w5MjiCL2arPpg,
A Man Called Jack,2,11,amancalledjack.net,facebook.com/jackforsnacks,instagram.com/amancalledjack,https://www.youtube.com/channel/UCcVqtjudK0lBpEMS8kyHARA,@c alled_jack
Trini Makaveli,0,0,,,www.instagram.com/official_trinimakaveli96,,@SwVmi714
SaneDeranged,1,1,https://www.reverbnation.com/derangedo,https://www.facebook.com/DerangedWill/,https://www.instagram.com/albrechtwilliam/,https://www.youtube.com/williama12346,https://twitter.com/DerangedO
Lost Romance,2,3,https://www.lostromance.net,https://www.facebook.com/lostromancerock,https://www.instagram.com/lostromancerock/,https://www.youtube.com/user/lostromancerock,https://twitter.com/lostromancerock
The Visiters,0,0,thevisitersmusic.com,http://facebook.com/thevisiters100,http://instagram/thevisitersmusic,https://m.youtube.com/watch?v=GMc3Gs3Z8mM,http://twitter.com/thevisiterssd
TFP,0,0,https://soundcloud.com/tfp17/sets/tfp-essentials,,,,
Matthew Misery,0,0,Jack,www.facebook.com/Darthqueser,,,
Johnny Stump,4,22,,www.facebook.com/johnnystump,https://www.instagram.com/iamjohnnystump,www.youtube.com/JohnnyStump,@johnnystump1
Alexis Leija aka Empress,0,0,,www.facebook.com/alexishope,,https://www.youtube.com/watch?v=EJ5C8g4MlDc,
Fletcher Rhoden,1,6,www.fletcherrhoden.com/stand-up_comedy,www.facebook.com/fletceherrhoden,www.instagram.com/fletcherrhoden,www.youtube.com/fletcherrhoden,@fletcherrhoden
JJ Johnson,0,0,,,,,
2Piece,0,0,www.exploremymusic.com,www.facebook.com/dabgang,www.instagram.com/thedabgang,www.youtube.com/2piece,@2piece710
Billie Rogue,1,6,https://neonangel551.wixsite.com/mysite-1,https://www.facebook.com/officialbillierogue/,https://www.instagram.com/billierogue/,https://www.youtube.com/channel/UCfJ34DSI8fNRw-ohE7uG_ig,https://twitter.com/NeonAngel242
Coyia Official,1,0,https://itscoyia.wixsite.com/itscoyia,,https://www.instagram.com/coyiamusic/?hl=en,https://www.youtube.com/user/CoyiaOfficial/featured,
Chloe Tribe,4,260,www.chloetribe.com,,,,
Shawn Gotti💙🕊,0,0,https://l.instagram.com/?u=https%3A%2F%2Fsoundcloud.com%2Fshawn-gotti-20%2Fthe-real-me-ft-rich&e=ATP2yJA0CtaMXAbTS3XH7CGvw2l1WZmHuBo6nHgj4BdDQ5ZzJkPjd9JVV5T-qLKlEZnmMKKq4zkE25MAzDiER7yqnC84Fzoi,,https://www.instagram.com/shawnngottii/,,
SLOKEY,0,0,https://slokeymusic.com,https://facebook.com/slokeymusic,https://instagram.com/slokeymusic,https://www.youtube.com/channel/UC4_mrpmsGxztIoV6ByXQJSQ,@slokeymusic
Steven Stanley,0,0,,Steven Stanley Musician,,,
Swampland Symphony,0,0,www.swamplandsymphony.com,www.facebook.com/SwamplandSymphony,,,
Muntu MaaKheru Ani,0,0,,MuntuMaaKheruAni,MuntuMaaKheruAni,MuntuMaaKheruAni,MuntuMaaKheruAni
Sleazy Montana,1,5,,www.facebook.com/sleazymontana,www.instagram.com/sleazymontana,www.youtube.com/sleazymontana,@sleazymontana
Zac Wenzel,0,0,https://www.zacwenzelmusic.com/,https://m.facebook.com/Zacwenzelmusic/,,,
Ellie,2,9,https://ellie4.bandcamp.com/track/keep-it-together,,https://www.instagram.com/byelliemusic/,https://youtu.be/TG3n1gvr-GM,
Andres Arciniega,1,4,,www.facebook.com/mr.arciniega.music,www.instagram.com/mr_arciniega,,@mr_arciniega
Kayla M. Ware,0,0,,,,,
Desert Jellies ,1,2,,www.facebook.com/desertjelliesnj,www.instagram.com/desertjelliesnj,,@desertjelliesnj
Joshua The Tyler,0,0,www.soundcloud.com/joshuathetyler,www.facebook.com/joshuathetyler,www.instagram.com/joshuathetyler,,@joshuathetyler
Yung Fee,0,0,,www.facebook.com/yungfee,www.instagram.com/darealyungfee,,@yungfee86
Rulerz Inc...,1,0,,https://www.facebook.com/RulerzInc07701/,,https://www.youtube.com/channel/UC5VlJuVRnG50MU_HsighkYQ?view_as=subscriber,https://twitter.com/Mr9857
King Bee,2,8,https://soundcloud.com/user-king_bee123,www.facebook.com/kingbee,https://www.instagram.com/kingbee3434/,https://www.youtube.com/channel/UCGRZUr68MBoxyVYzg3B5VRA?view_as=subscriber,@kingbee3434
Marie Chabot,1,3,www.mariechabot.org,www.facebook.com/MarieChabotMusic,https://www.instagram.com/mariechabotmusic/,https://www.youtube.com/channel/UCrrJmYSkTJNoo49_BRv2IRg?view_as=subscriber,@mechabot
Petrella,2,1,http://www.countrysoultrain.com,www.facebook.com/petrella.countrysoul,www.instagram.com/petrellacountrysoul,https://www.youtube.com/channel/UCUsnhv5kFak13SU8zrQzksw,@petcountrysoul
T-wee Acehigh ,2,3,,https://www.facebook.com/T-weeAcehigh,instagram.com/tweeacehigh1sup ,https://www.youtube.com/channel/UCm7HgHSBqdvpL5oqILwcaGw,https://twitter.com/acehigh_t?s=09
RoadieGarth,2,1,www.garthshaw.com,www.facebook.com/GarthTheOriginalSingingRoadie/,,www.youtube.com/user/SingingRoadieMusic/,@RoadieGarth
Richard Lehmann and The Claimants,7,21,www.theclaimants.com,www.facebook.com/richardlehmannmusic,www.instagram.com/rlehmann1,https://www.youtube.com/channel/UC5MaSh3dJ3yhBD9BsoRm8Xg?view_as=subscriber,@the_claimants
steve bass,6,1,,,,,
Cora Rose,6,136,www.corarose.com,www.facebook.com/corarosemusic,www.instagram.com/art_we_there_yet,www.youtube.com/corarosemusic,@corarosemusic
IV,0,0,www.ripv1986.wix.com/studiov,www.facebook.com/ivaleriomusic,,I7YZ2h8NRiW9iQpDtA/featured?view_as=subscriber,
Sleepy Jacks Noise,0,0,,sleepyjacksnoise,,,
String Theory Trio,2,5,www.stringtheorytrio.net/,www.facebook.com/thestringtheorytrio,www.instagram.com/thestringtheorytrio,www.youtube.com/string theory trio,
$ir K. ReLyT ,1,2,http://Facebook.com/stanleymitchell.rapper ,Http://facebook.com/therealrelyt ,Http://Instagram.com/therealrelyt,https://www.youtube.com/channel/UC65AHetf3IMEWkfke5_c5CA,@SirKReLyT_Stan
M D M P,2,2,www.mdmpmusic.com,www.facebook.com/mdmpmusic,www.instagram.com/mdmpmusic,www.youtube.com/c/MDMPmusic,@mdmpmusic
The Foxfires,0,0,www.thefoxfires.com,https://www.facebook.com/TheFoxfires/,http://www.instagram.com/thefoxfires,http://www.youtube.com/TheFoxfires,@TheFoxfires
Gerard Dutheis,0,0,www.gerarddutheis.com,,,,@dutheis
Underdog,12,22,www.underdog.rocks,https://www.facebook.com/underdogrock/,https://www.instagram.com/underdog_rocks/,https://www.youtube.com/channel/UC1qQsm0Q31lQMTXVtUX6XMw,@Underdog_Rocks
proFfessorX,0,0,,https://www.facebook.com/,https://www.instagram.com/,,
steve m bass,1,2,http://www.stevebass1.bandcamp.com,,,,@steve4real
TDashMo,2,1,,www.facebook.com/Tdashmo,https://www.instagram.com/tdashmo/,https://m.youtube.com/ttarise,Tywezzybby
amtue,0,0,,,https://instagram.com/amtuemusic,https://www.youtube.com/channel/UC42EIDDk5EEQtFksQub4FUw,@amtuemusic
amtuemusic,0,0,https://SoundCloud.com/amtue,,https://Instagram.com/amtuemusic,,@amtuemusic
Doug Rice,18,29,https://dougricesmusic.com/,https://www.facebook.com/dougricereflection,https://www.instagram.com/rice499,,https://twitter.com/DougRic58526343
Chris Lavigne,3,15,www.chrislavigneofficial.com,https://www.facebook.com/RockerEntrepreneur/?ref=bookmarks,https://www.instagram.com/chris_lavigne_official/,https://www.youtube.com/channel/UCFljVdFpAZg7PdBkr-sZOcg?view_as=subsc,
Mr. Carnivore,7,20,www.mrcarnivoreeats.com,https://www.facebook.com/MrCarnivoreBand/,https://www.facebook.com/MrCarnivoreBand/,https://www.youtube.com/channel/UCgQuLRedkxCFrA2-oHgZHsw?view_as=subscriber,https://twitter.com/mrcarnivore_
Dominic Test,0,0,,,,,
"Spineless, Heartless",9,25,,https://www.facebook.com/spinelessheartlessofficial/,https://www.instagram.com/spinelessheartless/,https://www.youtube.com/channel/UCKzlkLm4_xMWFAuHi0tz2oQ,@SpinelessHeart1
Mark J A,0,0,,www.facebook.com/marcja83,www.instagram.com/markja,www.youtube.com/markja,@marcrome17
Book of Shame,4,7,https://bookofshame.net/,https://www.facebook.com/bookofshame1/,https://www.instagram.com/book_ofshame/,https://www.youtube.com/channel/UCn3yu2Pt7j1owfNZE0rv3Gg/,@BookofShame1
BRANDO AGEULIN ,2,2,,Www.facebook.com/brandoageulin,Www.instagram.com/brando_ageulinthe_alien,Www.youtube.com/brandoageulin,
Creepenstein,10,7,www.soundcloud.com/OkillahomaUnderground,Www.facebook.com /OkillahomaUnderground ,Www.instagram.com/iFukcedYourGirl,https://youtu.be/b4UgK923y1o,
Magik Plan,0,0,www.magikplan.com,www.facebook.com/magikplan,www.instagram.com/magikplan,https://www.youtube.com/channel/UChVqcUNDHJ5wmVda4opaHqA,@magikplan
Tolo Marton,1,1,www.tolomarton.com,www.facebook.com/tolomarton,,https://www.youtube.com/user/TOLOMARTON,
TaiWah Yip,0,0,https://soundcloud.com/taiwah-yip,,,,
XOCH,1,1,www.xoch.com,www.facebook.com/xochmusic,www.instagram.com/xochrocks,www.youtube.com/xochrocks,@xochrocks
Donnie B. GotDaBeats,12,19,www.donniebgotdabeats.com,www.facebook.com/donniebleflaire,www.instagram.com/donniebgotdabeats,,@donbgotdabeats
FacTsunami,0,0,,,,,
Adri Lavigne,12,10,https://adrilavigne.com/home,https://www.facebook.com/adrilavignemusic/,https://www.instagram.com/adri_lavigne_music/,https://www.youtube.com/channel/UCXkKxYNLCaJs-aU5OUttXFQ?view_as=subscriber,
Darionne ,0,0,,,Www.instagram.com/addarionne,,@ADDarionne
The Stifftones,0,0,www.thestifftones.com,www.facebook/thestifftones,www.instagram.com/thestifftones,www.youtube.com/thestifftones,@thestifftonees
JCruCiaL,2,3,,Www.facebook.com/jcrucial23,Www.facebook.com/jcrucial23,Www.youtube.com/jrpg6,@jcrucial231
Jason Ladd,3,4,www.jasonbladd.com,https://www.facebook.com/jasonladdcomedy,www.instagram.com/jasonbladd,https://www.youtube.com/channel/UCFoybLxlp6SguCzMxHa4jWQ,@JasonBLadd
DBMaJORTX,1,1,,https://m.facebook.com/darius.dbmajor.77,www.instagram.com/dbmajortx,www.youtube.com/DBMAJORTEXAS TX,
Marty Metcalf,1,0,,,,,
CoopFour ,0,0,,,Www.instagram.com/coopfour,,
Jerry Fenn,0,0,www.jerryfenn.com,,,,
ZUK0,1,0,https://soundcloud.com/zuk0301,,https://www.instagram.com/zuk0kys/,https://www.youtube.com/channel/UCHlMLKPQnIwt-aG4wE66pbg,@ZUK0KYS
Juan Da Gawd,3,3,Juandagawd.wixsite.com/music ,Www.facebook.com/JuanDaGawd ,Www.instagram.com/JuanDaGawd ,2 Time Felons: http://www.youtube.com/watch?v=065nl5dAgX4&list=OLAK5uy_lJDf8bgoAWyP0K6qHbNR5caO5qAVMfm_w,@Juandagawd 
Luke the Savior ,0,0,,,https://www.instagram.com/luke_the_savior_yls/,https://www.youtube.com/channel/UCzmoIKffjCoejn4v0mRVzog?view_as=subscriber,@thereallucashady
Will Mayhann,0,0,,,,,
The Bliss in Betrayal ,2,4,https://www.reverbnation.com/mrmusicmarcusrobbinsmusic,https://lm.facebook.com/l.php?u=https%3A%2F%2Ffb.me%2Fblissinbetrayal&h=AT2zo1KVz0Cd3QnJ54nkpAnULmyLvgZrc1TDzHZUi9nov76qP749Kb9XEI0JckepnpKP58mtymdWwKgLNnifSjP5YoBmPBGI86w_yNgDS8q6yDBN-tvLYMc7jps1sLKa,www.instagram.com/blissnbetrayal,https://www.youtube.com/channel/UCd8SHBkYXCYHUc1aJV5UBxg,
Henry M. Kaiser,0,0,,,,,
AP Jasmine,0,0,https://soundcloud.com/amanda-penrod-36036824/is-this,,https://www.instagram.com/p/BeyVIvAgNdH/?igshid=11bn53imfedje,,
Jacinta Robin,0,0,,,,,
SAVED,1,1,http://artistecard.com/saved,www.facebook.com/savedfrommyself,www.instagram.com/savedinstl,www.youtube.com/savedinstl,@savedinstl
"Carlos Jean-----------------------as.......\Nobody\"" ..(stage name)""",0,0,,,,,
Nate McLean,1,6,http://natemcleanmusic.com/#,,,,
Chii Ace,0,0,,www.facebook.com/chiiace,www.instagram.com/lowendhitta_ace,www.youtube.com/Chiiace,@chiiace7
Christopher Sherwood,0,0,,,,,
Famine The Don,6,6,https://www.reverbnation.com/faminethedon,https://www.facebook.com/faminethedon/,www.instagram/faminethedonmusic,https://www.youtube.com/channel/UCotCGcRg1uAHMDliP6hqOTw,@faminethedonmusic
Macktown Slim,0,0,,"www,facebook.com/macktownslim",www.instagram.com/macktownslim,www.youtube.com/macktownslim,macktownslim
2oolit,0,0,,2oolit,@_2oolit,https://www.youtube.com/channel/UCJ_WADFxfBEa4Rzo3gMxrhg,
Mordian,6,2,mordian.bandcamp.com,https://www.facebook.com/mordianofficial/,mordian_official,https://www.youtube.com/playlist?list=OLAK5uy_m58pxKpPvp5GmD1hwPtsCBQHKbhuMORnA,@MordianOfficial
Nick Hedden,1,19,www.nickhedden.com,www.facebook.com/nickheddenmusic,www.instagram.com/nickheddenmusic,www.youtube.com/nickhedden,@nickheddenmusic
Melina,2,8,https://open.spotify.com/artist/45CibMRUgoFUsMHIEL0eOk?si=UX6MP869Q6WAPDxiX9UHIw,https://www.facebook.com/melina98music/?ref=aymt_homepage_panel&eid=ARB2nwEG5cSiusaxHDt0Jh7tzel3p1CvG-DSiq7psIxtrJ52n_WfBObUuAgGsdHglASqTxqG08BStM2_,www.instagram.com/melinadursun,https://gate.sc/?url=https%3A%2F%2Fwww.youtube.com%2Fchannel%2FUCkgi0aE8BepnHWnVioVs8VQ&token=452ba6-1-1559621074266,
ed purchla,0,0,,,,https://www.youtube.com/channel/UCU_oPGBvNo02tpJNNpoPwpw/featured,
Andreas Carlsson & The Moonshine Band,0,0,,facebook.com/acandthemoonshineband/,instagram.com/acandthemoonshineband/,https://www.youtube.com/channel/UCSEDwEdVR-CVGIiPMs0HLaA,@ACMoonshineBand
Ranzie Mensah,6,12,www.ranziemensah.weebly.com,www.Facebook.com/ranzie mensah,www.Instagram.com/ranziemensah,www.youtube.com/ranzie mensah,@ranzie mensah
Seles,1,0,,,www.intagram.com/seles94,www.youtube.com/selesmorris,
ellis d,0,0,,,www.instagram.com/ellisdmusiq,https://www.youtube.com/channel/UCwQWs7DvYW9jIs4D1dkfuZw?view_as=subscriber,
Tywan Bell,0,0,https://listen.lt/TywanBellOutcast,www.facebook.com/TywanBellOfficial,www.instagram/tywan.bell,www.youtube.com/tywan004,@madeintaiwon
Nocommonobject,4,5,https://soundcloud.com/nico-fleury-4/eyuurr,,www.Instagram.com/nocommonobject,https://www.youtube.com/channel/UCad5V5LpqMvCp1BIiQzoymw?view_as=subscriber,@Really_Nco
Ben Stephens,0,0,,,,,
AlexisRose Music,3,1,www.alexisrosemusic.com,www.facebook.com/alexisrosemusic,www.instagram.com/alexisrosemusic,www.youtube.com/alexisrosemusic,@alexisrosemusic
Richard Hammond,2,5,https://store.cdbaby.com/artist/richardhammond,www.facebook.com/sundaymorningmuzak,,www.youtube.com/thenonessentials,
Maylin Lei,5,11,https://www.maylinlei.com,,http://instagram.com/maylinlei,https://www.youtube.com/channel/UCwEQsX6s3-hUlXfL9OUTh7g,@maylinlei
D Brax,13,13,https://www.dbraxton4music.com,https://www.facebook.com/musician510/,dbraxton4music,https://www.youtube.com/user/dbraxton4music1,@DerekBraxton1
J.D. Gravis,0,0,indiemusicpeople.com/artist.aspx?ID=51525,,,jdmusic808@gmail.com,
joe seeholzer,3,7,https://www.reverbnation.com/joeseeholzer?profile_view_source=header_icon_nav,,,,
Noah Polk,3,1,,https://m.facebook.com/profile.php?id=100036507883990,https://www.instagram.com/noahpolk/,https://m.youtube.com/channel/UCVpYK9oCYUCCo8_GiD9wDRw,@noahpolk1
Cap'n Seabeard ,1,0,,www.facebook.com/capnseabeard ,www.instagram.com/capnseabeard ,www.youtube.com/chris topher ,
Jay Stones,0,0,www.jaystones.co,,www.instagram.com/jaystones,www.youtube.com/c/jaystones,@judithdynamite
Jus Dre,1,0,,Http://www.facebook.com/jusdre,www.instagram.com/da_real_jusdre86,,@jusdre86
Noémi,0,0,https://open.spotify.com/artist/3Ocrd0VcYEL51xqxoo9M2K?si=khlq0Z-KTouc6NHB_fLeRw,,,https://www.youtube.com/channel/UCOIOn9bWVZefZRnU_nSGFKw?view_as=subscriber,
